"","X","hexacities","CalleInund","CampaVerde","Contenedor","ReparVered","AutoMalEst","Manteros","ReparLumin","Squatted","DerratTerr","DerratViaP","CablCortOC","PlagaArb","AvsCompl","AvsLocal","AvsPpal","ViasPpales","Poblacion2","Hogares2","HogConNBIs","NBIratio","INSE","ATM","CTreeHeigh","CTreeDiam","CTreeIx","CntCTree","Gyms","ActCivil","CntActCivi","ActComerci","CntActCome","NoClasific","CntNoClasi","NoEdificab","CntNoEdifi","Residencia","CntResiden","SPML","CntSPML","count_2","SupTotal","rActCivil","rActComerc","rNoClasif","rNoEdif","rResidenci","rSPML","PrecioM2","MtsBus","Poblacion","Subte","SupEdif","Starbucks","Martinez","Farmacias","res","McDonalds","ReclComerc","LineasBus1","ParadasBus","LineasBus2","ParadasB_1","Canteros","Parques","RobosAutos","Hogares","Argentinos","Extranjero","CalMat1","CalMat2","CalMat3","CalMat4","CalConstr1","CalMatBasi","CalMatInsu","CalConex1","CalConexBa","CalConexIn","Borrar4","rExtranjer","rMalCalMat","rMalCalCon","rMalCalC_1","PtreeHeigh","PTreeDiam","PTreeIx","CntPtree","HurtoAut_1","RoboAutom","HurtoSinVi","RoboConVio","id_old","VamosJunt","UC","ECO","FIT","OTROS","BARRIO","COMUNA","id_2","SUACItotal","nComercios","nComSPilch","Etiquetas","rVamosJunt","rUC","rECO","rFIT","rOTROS","pph","id_3","mtrSanNic","CPTreeIx","Transporte","SupEdifd","Crimen","NivelSocioecon","Vegetacion"
"363",363,363,0,0,1.99993910422294,31.6723884259467,606.391341289948,0,15.1991471180343,0,0,8.59140513105806,3.99521366984702,0,0,0,0,0,2385.20398136401,946.314368392618,376.158465162697,0.395116379662312,7.3594927950152,0,1883.97049285473,7553.8393815448,108830.672172712,190.472693471201,0,107976.302281808,31.2733781450861,34606.8546032835,229.439278547596,64914.2719057992,15.1830381055116,0,0,140786.794315606,278.352061290361,24273.5317345682,32.6165401924941,183.18473891824,162893.82601724,0.306622963377248,0.126138242454687,0.129779357354566,0,0.809518348889096,0.260495537616445,2477.22728567526,18635.1769020531,2385.20398136401,0,141053.480648581,0,0,0,0,0,0,18.630471996634,13.3988166322678,17.8879390520988,13.3988166322678,0,0,7.55585770214989,947.116729826378,1677.32102756597,1705.27307374431,878.080964102664,323.308285876518,107.328234790158,0,869.940923514031,155.062952426141,416.890112557876,869.940923514031,155.062952426141,416.890112557876,6.89196226557501,0.819980688245842,0.100992513480247,0.970999999945756,0.970999999945756,0,0,0,0,6.03228176828831,7.91202404145742,50.8006104003842,40.766710617661,363,0.864797734148339,0.300417528314133,0.119528638333217,0.0505704495338731,0.103647964212701,"LINIERS",9,363,1549.2727944857,110.029467940624,42.9121475139496,363,0.714532243642773,0.331349521926435,0.0801452573961736,0.0563876870967742,0.009551801,4.24330382980812,363,75.7185128319797,152151.718281084,4.20952168532042,5.63147092501041,4.96571787822483,5.72191516104343,9.18774537841949
"364",364,364,0,0,0,25.8899487033781,554.562795239809,0,0,0,0,19.5263406558467,3.99990715857246,8.72525456509447,535.639920259445,0,0,0,2194.75500346391,857.937002750435,129.467998339174,0.0652463839332204,6.45815139960175,0,1801.67834849157,7850.30559810434,116691.935239632,165.123701010379,0,150318.087815182,14.3668024505456,22027.6818111338,146.519443789624,0,0,51111.426798904,26.3707046740685,125633.93007552,258.085024814143,33151.2924238308,50.8289469663278,165.76620304129,163531.688351213,0.738595871684978,0.0313134239223203,0,0.418394546488526,0.452738735899092,0.601664849191448,2483.81426868943,10312.3538167476,2194.75500346391,0,131444.963986573,0,0,0,0,0,11.1552959362955,0,0,0,0,0,0,11.2958177255234,858.864624773671,1538.41103336065,1655.72637771711,797.261584195255,288.649151233536,80.6118012900685,0,794.903632032729,137.825665920346,172.600520025917,794.903632032729,137.825665920346,172.600520025917,5.72668760051072,0.819989633621846,0.0751767913555449,0.970999999702455,0.970999999702455,0,0,0,0,6.03228176828831,7.91202404145742,32.8693795774683,34.6336451825581,364,0.859520309180069,0.308164060468132,0.114039997288681,0.0505704495338731,0.103647964212701,"LINIERS",9,364,1578.29500598018,215.576788604514,85.0383957466565,364,0.716303462049031,0.330614636110009,0.0792799819412039,0.0557189419354839,0.009551801,4.61038854362946,364,80.7449650885839,162536.450049689,1.37801720024558,4.62961561103289,5.2163616973834,5.24311977540953,9.18774537841949
"365",365,365,0,0,0,25.8899487033781,837.673262174276,0,0,5.99785038355246,8.98636804216994,8.59140513105806,0,0,550.184144512432,0,750.988247826589,704.091771254723,2327.15987294289,923.864292450029,261.533191382857,0.182889427575376,6.1809479674413,0,1599.98122561508,7245.12164542286,101003.376901605,167.103458444824,0,92785.7359767702,43.2827543884802,61688.6677152949,428.544788771415,47469.892707068,15.1830381055116,43550.9714079647,26.3895551320178,129200.648512237,252.632986157393,36174.0896816018,52.2159691686709,178.375556528461,160673.502778225,0.190133724062502,0.674282004602302,0.0399269287763021,0.197905279346356,0.55799653438937,0.732494567202963,2579.58148661974,28398.4974033826,2327.15987294289,0,136601.597449576,0,0,0,0,0,17.9905275047973,28.9309584049634,18.9911416129961,27.958357657287,18.9911416129961,0,0,7.55585770214989,924.522540235391,1633.25946752074,1698.92554799519,844.895507800298,334.785872972193,103.2517776138,0,843.666137719615,174.290740907528,206.074463567601,843.666137719615,174.290740907528,206.074463567601,5.72668760051072,0.819986765759477,0.100992513480247,0.970999999964704,0.970999999964704,7609.45977337497,13970.2869202718,273103.832407197,447.71133808543,7.52386762909789,7.91202404145742,50.8006104003842,50.3307488002308,365,0.853047728455,0.31576302580047,0.110492483961455,0.0505704495338731,0.103647964212701,"MATADEROS",9,365,1590.98827334446,437.409024241004,176.940155808344,365,0.700417561592624,0.343786851154825,0.0792047405972935,0.0563876870967742,0.009551801,4.28822967472889,365,78.2475417231445,142089.677751138,6.2787824575719,5.63147092501041,5.84365249313578,5.48415628241889,8.34976192561266
"366",366,366,0,0,0,31.6723884259467,746.454361855266,0,0,0,7.98018276000858,22.8896537101509,0,8.72525456509447,0,0,0,0,2441.32128962879,929.710768041609,309.450926614472,0.25941854317808,6.1809479674413,0,1528.74752428193,6158.4775570167,88608.6621416352,169.077943363172,0,89618.7558612428,21.8881793321477,53738.8143107214,252.278186412172,85366.4673067889,25.5941011441416,0,0,138679.5421466,273.522485711214,24959.0380683648,23.7168489970203,180.301837018976,162684.750366999,0.163981129069154,0.478819015781391,0.393964142305169,0,0.752941584091786,0.284089712614412,2544.15275245674,0,2441.32128962879,0,136165.306563434,0,0,0,0,0,11.1552959362955,0,0,0,0,0,0,10.9912365068104,930.333712848594,1701.17126347698,1817.01559022106,859.702111563234,330.708697701125,50.6840290208805,0,857.990671847803,164.11474738765,293.163332965168,857.990671847803,164.11474738765,293.163332965168,2.91033682490122,0.81999782335278,0.029320467414865,0.970999999921921,0.970999999921921,0,0,0,0,6.03228176828831,0,50.8006104003842,26.9652634844024,366,0.847211751015429,0.320439107230451,0.110492483961455,0.0526743298188156,0.105377552932189,"MATADEROS",9,366,1546.00730781898,172.30290165683,67.6488947714785,366,0.655640584399229,0.365663324755259,0.0790918785814279,0.0583939225806452,0.0107308251756757,4.72218462770011,366,80.7449650885839,125241.601040117,0.869003460923844,5.63147092501041,5.46716476583996,5.24311977540953,6.57835393839933
"367",367,367,0,0,0,27.1212358536466,746.454361855266,0,0,0,0,18.4357371805706,0,8.72525456509447,0,0,0,0,2458.34730367709,928.82299497226,161.222391426916,0.0743445703420683,6.1809479674413,0,1570.1777641407,6366.39775874299,88639.598753209,176.924878779168,0,136562.018098697,57.8618396740852,43343.7838547453,338.332812405039,75233.758999624,23.9325470265141,0,0,137070.128429882,277.457621349636,21681.2802912472,33.4888352845562,189.881921865896,165175.798051296,0.591668450765121,0.248852790888857,0.230494865773207,0,0.662084685055682,0.17786774989954,2734.15793035735,0,2458.34730367709,0,139981.36149881,0,0,0,0,0,0,0,0,0,0,0,0,0,929.233079451925,1729.4087505469,1727.46109520855,859.860526163187,312.599485277821,106.213813461583,0,858.709570387512,157.346195299787,176.119645137899,858.709570387512,157.346195299787,176.119645137899,4.42404243037059,0.819978024679505,0.100992513480247,0.97099999979785,0.97099999979785,0,0,0,0,6.03228176828831,0,62.9759329955555,40.766710617661,367,0.843164745256379,0.325977494002232,0.108751438993334,0.0526743298188156,0.103647964212701,"MATADEROS",9,367,1492.57945278741,333.614396573016,126.393137771318,367,0.664557921690469,0.363028757807002,0.0796185679888007,0.0620720209677419,0.009551801,4.80604809374091,367,79.0834420738115,125283.008059135,0.869003460923844,5.63147092501041,3.96490548840558,5.95660174002892,6.57835393839933
"368",368,368,0,0,0,21.9008608521343,972.592896869026,0,0,5.9999992311296,0,19.5263406558467,0,8.72525456509447,0,0,738.15795982337,688.112629165004,2413.1894324134,936.627518319253,303.054221494482,0.243306770514993,6.0851375876518,16.9830980628617,1675.16638450252,6273.84637479321,89103.321628392,187.588392480689,0,130366.58834744,53.8443535491802,77065.2155778525,579.772347549006,65900.9659254662,22.3508875998923,32363.3994748818,29.9742466662248,142084.495358945,218.964669164934,28288.0693912011,38.6233930970926,152.992001822787,180320.469076438,0.452051485668714,0.856961802830505,0.108423107895012,0.0366174869599935,0.537218022276935,0.333449222911498,2529.94611646251,38068.2869505627,2413.1894324134,0,147747.354643637,0,0,0,0,0,17.9905275047973,38.2357503628784,22.4720264464929,37.1823101497591,22.4720264464929,0,52772.7925700588,10.9912365068104,937.450801415068,1690.05376386374,1760.6322314759,867.224384098312,317.000198231056,116.016665793888,5.4883694644106,860.251606276915,161.4256055365,349.131863879997,860.251606276915,161.4256055365,349.131863879997,4.42404243037059,0.819993529424692,0.117534274688997,0.970999999932044,0.970999999932044,9119.78569178294,16302.5254930063,305085.274364948,651.061021516802,6.03228176828831,0,90.5518888051221,79.3347180839175,368,0.841092397809346,0.330533076869874,0.107031869179008,0.0526743298188156,0.0985874589482933,"MATADEROS",9,368,1708.81375355794,579.557313962097,208.596619070295,368,0.669901836733098,0.361301103617714,0.0799571540363976,0.0654157467741936,0.009551801,4.50569085794528,368,77.408131065251,136794.868040849,7.64180911098354,6.57835393839933,8.23482485166789,5.24311977540953,7.48183893832711
"369",369,369,0,0,0,13.7401554717929,801.629436575749,0,22.9763522886415,0,7.98018276000858,0,0,0,0,0,774.386436421159,734.129053369613,2216.67418314979,830.766997008133,298.763443275478,0.308646070240923,4.15205858899835,16.9290181525395,1464.59966673257,5775.57282842973,82873.4909488688,156.147040159772,0,96388.73172765,29.6486355398433,52591.1408669729,366.29861420144,80667.8040721358,15.1830381055116,66573.2480114322,44.8395695079482,84641.8345208461,110.690076410209,29497.9410062554,42.761396562915,84.7140205172146,134502.010165546,0.315853880654537,0.616902904744982,0.457016045533869,0.992263188430884,0.178010666948391,0.620974174229734,1983.7101104873,38908.8606842319,2216.67418314979,0,96033.6699980127,0,0,0,0,0,20.6848528679713,39.2505813372695,25.9953202473312,38.1962423419549,25.9953202473312,0,53642.2451941176,7.55585770214989,831.697833637945,1531.23362362689,1789.7431971331,745.796154223757,318.711437597735,142.286819106161,18.4620281008874,742.883976238237,169.7828150269,219.958448255433,742.883976238237,169.7828150269,219.958448255433,6.89196226557501,0.819999528114248,0.263182544736002,0.970999999994277,0.970999999994277,9084.54640088959,16331.4654369507,306142.637716341,641.288961807408,6.03228176828831,7.91202404145742,62.9759329955555,50.3307488002308,369,0.837920917271453,0.336821366994279,0.105333528333729,0.0516193240129065,0.0953182122610832,"MATADEROS",9,369,1292.39278493425,405.07436387624,163.242108907826,369,0.669901836733098,0.361301103617714,0.0799571540363976,0.0654157467741936,0.009551801,5.10233655525612,369,80.7449650885839,132062.315812287,7.86300726665558,2.37112429885097,5.59262375927544,2.57868774043561,7.48183893832711
"370",370,370,0,0,0,15.5901551501462,322.277695530343,0,0,0,7.98018276000858,0,0,0,550.20580447095,0,0,0,1947.55121297038,751.195034079632,304.670550110528,0.395229530739915,4.05698682788077,0,1366.25069347443,5990.88900124011,81468.0631674441,159.151870787619,0,49422.589166686,11.5776550904883,32328.1951275218,178.980437059216,57868.3987181181,15.1830381055116,55243.0290342838,29.313656652875,119881.280774522,238.989491019629,42774.4817471608,64.3695518574538,169.662796118682,157382.711953047,0.0239116929692314,0.110361685143335,0.0888192648749554,0.623679114343008,0.426892859159291,0.919497495886221,2238.53997768342,0,1947.55121297038,0,124839.098086701,0,0,0,0,0,11.1552959362955,0,0,0,0,0,52639.6714811161,0,751.41846372558,1346.55161286027,1645.04818899222,674.624880063917,294.26722301282,133.897873420382,31.2583697860039,672.100714049036,148.804734407736,235.760779821373,672.100714049036,148.804734407736,235.760779821373,5.72668760051072,0.819999104773462,0.296777699155928,0.97099999999463,0.97099999999463,8760.28681640617,16002.2114796853,301632.920557901,611.780238968268,6.03228176828831,0,62.9759329955555,26.9652634844024,370,0.83134252157095,0.346496953317885,0.101999561822971,0.0495276764987425,0.0937141915710014,"MATADEROS",9,370,1121.01319327086,215.576788604514,85.0383957466565,370,0.669901836733098,0.361301103617714,0.0799571540363976,0.0654157467741936,0.009551801,5.00706988533303,370,83.2124536541061,122124.868188908,0.869003460923844,3.55419835290742,3.59042137371886,3.16045741544164,6.57835393839933
"371",371,371,0,0,0,24.6132351677477,452.940472291142,0,0,0,8.71849983294267,15.2546616639741,0,0,548.949399210551,0,0,0,2118.01369226458,837.21962055233,406.225308281467,0.580596420655306,4.7189830281018,0,1570.1777641407,6574.36534657945,89460.4370180485,183.726984841142,0,150769.771651198,44.3920153513696,51892.6498654857,396.659718691884,52039.8338807966,14.7743251250834,35011.7119494222,26.3856181440272,115256.128222718,232.979409588604,41794.5475379165,76.0618106566535,175.479491949814,164742.439950653,0.736675531708684,0.425983831490325,0.0527608215863269,0.0651327190409594,0.298304949696078,0.876455843347915,2067.02803318137,16259.4558510474,2118.01369226458,0,142145.193798245,0,0,0,0,0,0,18.630471996634,13.3988166322678,17.8879390520988,13.3988166322678,0,0,7.55585770214989,838.259122866542,1441.24028258749,1842.19892909396,749.278080536046,299.308285735596,160.062685714564,54.1313399964512,747.759870200815,154.031888383341,365.575833084217,747.759870200815,154.031888383341,365.575833084217,2.91033682490122,0.819999952091227,0.404161805741278,0.970999999990909,0.970999999990909,0,0,0,0,6.03228176828831,7.91202404145742,85.4260873976156,57.7304263712738,371,0.823248180214216,0.350813680332241,0.100363456723865,0.0505704495338731,0.0969425550985766,"MATADEROS",9,371,1300.46924100838,374.127790875962,150.232117189251,371,0.669901836733098,0.361301103617714,0.0799571540363976,0.0654157467741936,0.009551801,4.54197429617742,371,84.8415719280416,126381.369956794,4.0809752550218,6.57835393839933,6.47183537146414,2.87378377635843,6.57835393839933
"372",372,372,0,0,0,17.3104452370587,0,0,0,0,0,8.59140513105806,0,0,0,688.348294872814,0,0,2028.23675607301,805.929870697164,334.818367425075,0.416497649143395,4.7189830281018,0,1171.34858663812,5279.78307140367,68795.2858322093,147.052604127889,0,85141.8032654477,36.4073081844957,49532.6936031805,297.099462565653,57236.5358310457,22.5781997176433,29928.7790559905,36.0625546555598,116280.962732632,213.250450043245,45062.7931213725,77.4177957682461,173.544277592394,157471.950654307,0.148093697435379,0.407404062669856,0.0850073545576446,0.0369057469782616,0.370599292896724,0.951186698623657,2187.68054636843,23274.8008876318,2028.23675607301,0,134099.07444555,0,0,0,0,0,15.5525129835389,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,0,0,7.55585770214989,806.7063011494,1399.76911695559,1705.19149895875,731.086160057062,295.247176977004,136.579647597138,39.7927567410788,729.053275364258,148.087489348797,277.34446733193,729.053275364258,148.087489348797,277.34446733193,5.72668760051072,0.819999528114248,0.280368815242327,0.970999999982011,0.970999999982011,0,0,0,0,0,0,72.1190026117183,54.2346407540042,372,0.818407497911888,0.353379812618918,0.100363456723865,0.0495276764987425,0.100253165264333,"MATADEROS",9,372,1111.3810884374,297.645718727437,118.485681971975,372,0.657176737740756,0.367675129263141,0.0767970175921605,0.0714344532258065,0.009551801,4.56427773587175,372,85.6515276575663,98546.339578251,3.6894461316314,5.63147092501041,4.5900681572456,3.16045741544164,3.55419835290742
"373",373,373,0,0,0,15.5901551501462,524.646223989178,0,0,0,0,12.6929894510617,0,0,0,0,0,0,1898.80391337481,738.412853738168,188.507613027578,0.172139234889857,4.7189830281018,0,1151.8854018441,5436.14309176277,68433.908237263,143.993175556056,0,77848.8248747154,32.9814960563128,37920.1021579619,188.00541949085,0,0,43644.6107186878,36.0625546555598,114802.232237343,244.353915047349,46152.4309497577,70.9886020989414,182.224632655144,157130.094155341,0.109204050036793,0.183194135887018,0,0.210251935713378,0.353023603638484,0.963011521566121,1841.21486168311,23301.3268194346,1898.80391337481,0,137654.226570831,0,0,0,0,0,0,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,0,0,0,738.54039440177,1304.5297611075,1663.34048143549,683.312727437252,270.80369080966,123.778368089153,0,681.727011986814,130.663789562759,153.473165031052,681.727011986814,130.663789562759,153.473165031052,4.42404243037059,0.819999694120402,0.245179640554847,0.970999999958219,0.970999999958219,0,0,0,0,6.03228176828831,0,72.1190026117183,54.2346407540042,373,0.815925657924125,0.349092996404372,0.101999561822971,0.0505704495338731,0.108902369241636,"MATADEROS",9,373,1121.01319327086,172.30290165683,67.6488947714785,373,0.642025743871986,0.373899854678297,0.0745397772748483,0.0804625129032258,0.009551801,4.95789332844048,373,85.6515276575663,98055.8688192203,3.6894461316314,5.63147092501041,4.5900681572456,2.57868774043561,3.55419835290742
"374",374,374,0,0,0,20.4506107845382,491.138301279106,0,15.1991471180343,0,0,8.59140513105806,0,0,0,688.324933796007,0,0,1955.93916193174,765.762624725993,237.677512390977,0.236615285300585,4.7189830281018,0,1072.38735454338,4996.16142240745,66486.1957128984,125.311223338627,0,142575.99333019,42.6925412866949,65302.556511627,467.129532142107,104017.315858374,32.2791168512258,0,0,117571.058095003,246.235400798635,36620.1503954092,58.3185409900151,184.143992127133,166273.135809213,0.648745282386189,0.721045572796387,0.728451611264388,0,0.313708785559319,0.719297899098917,1678.21164156739,23122.3164821304,1955.93916193174,0,138191.703739342,0,0,0,0,0,0,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,0,0,7.55585770214989,765.844658473312,1354.98520043656,1632.53351055458,701.724903452825,277.969455673256,121.828197479418,0,699.746019066073,134.727122389348,184.998138497128,699.746019066073,134.727122389348,184.998138497128,2.91033682490122,0.819998684131091,0.219833660013178,0.97099999995996,0.97099999995996,0,0,0,0,7.52386762909789,7.91202404145742,72.1190026117183,40.766710617661,374,0.818407497911888,0.343007267857208,0.101999561822971,0.0505704495338731,0.118109387482054,"MATADEROS",9,374,1181.40133366289,457.233126414685,179.901070202614,374,0.642025743871986,0.373899854678297,0.0745397772748483,0.0804625129032258,0.009551801,4.8203020369977,374,90.4498699622239,95409.9381467671,3.6894461316314,5.63147092501041,6.22046098856383,2.27381417512407,3.55419835290742
"375",375,375,0,0,0,11.7261481101677,285.292714172904,57.2672899406189,20.3635611789167,0,7.98018276000858,8.59140513105806,0,0,0,0,0,0,1695.78093276573,684.625668653376,183.769375708555,0.197956969534358,4.7189830281018,0,330.114931763895,1984.75819494779,28014.4770451592,37.4854801324675,0,0,0,520.907646026533,0.511386498879389,0,0,0,0,83002.0191213844,133.042907481827,16599.7946258806,23.1406282453417,71.416571343884,87593.3095168763,0,0.000296275512750374,0,0,0.923636726512595,0.321361527573351,1581.22307543078,36137.6861732556,1695.78093276573,0,75248.9576489992,0,0,0,0,0,15.5525129835389,26.3222392899138,16.5950308223969,25.3945831171905,16.5950308223969,33479.5296727781,0,0,686.681075935661,1162.25440955685,1594.72407390138,623.400995576326,279.779884813923,106.583361206665,1.82724571371335,620.710917526361,134.61309072148,154.829398347228,620.710917526361,134.61309072148,154.829398347228,2.91033682490122,0.819999853476343,0.219833660013178,0.970999999993898,0.970999999993898,0,0,0,0,0,0,0,34.6336451825581,375,0.830214528175347,0.33503525903411,0.0955758306246722,0.0505704495338731,0.121955771263221,"MATADEROS",9,375,1212.46636792219,172.30290165683,67.6488947714785,375,0.642025743871986,0.373899854678297,0.0745397772748483,0.0804625129032258,0.009551801,4.7232151714246,375,91.2397833587048,42038.5056662786,6.2787824575719,2.37112429885097,1.23410403474656,2.27381417512407,2.37112429885097
"376",376,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.036207165733,102.948001026115,0,0,7.93584364476105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984.94882715698,27672.852495133,206.036207165733,0,0,0,0,0,0,0,0,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,33447.0624220094,0,0,103.805828565221,148.127947214409,234.426913228595,122.450900493258,44.4541718419207,0,0,123.401839679291,2.07073080506245,0,123.401839679291,2.07073080506245,0,1,0.818880350222407,0,0.97099999126268,0.97099999126268,0,0,0,0,0,0,0,16.5970511177606,376,0.894573768002428,0.247299699268124,0.100363456723865,0.0715770549535133,0.105377552932189,"SAAVEDRA",12,376,0,0,0,376,0.716934786139522,0.310797062040015,0.080220498740084,0.0533783338709677,0.013088873527027,5.7251777079065,376,65.2462710142105,0,4.0809752550218,1,0.865968822970027,7.74213582688839,1
"377",377,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.924449587505,201.222126253339,0,0,7.93584364476105,0,206.73150938492,886.800080536749,33455.2720864125,4.41404886055521,0,27745.9687004265,0.0528549964181906,0,0,0,0,42937.0990114725,3.71521168120762,0,0,0,0,3.69455306765025,28929.4283369287,0.260881655491124,0,0,0.999987049589261,0,0,2984.94882715698,37068.0730508429,447.924449587505,0,0,0,0,0,0,0,0,0,0,0,0,33467.2868181012,53385.97202308,0,201.892159458349,316.798291009397,508.367794898843,218.314647663731,84.4976872332455,0,0,219.050157737684,8.43422927594993,0,219.050157737684,8.43422927594993,0,1,0.818880350222407,0,0.97099999126268,0.97099999126268,0,0,0,0,0,0,0,0,377,0.892625474287011,0.247299699268124,0.105333528333729,0.0704131288548929,0.108902369241636,"SAAVEDRA",12,377,0,0,0,377,0.716934786139522,0.310797062040015,0.080220498740084,0.0533783338709677,0.013088873527027,5.725586271242,377,62.5270301920409,49751.9075519936,3.42304252672514,1,0.743688384909454,7.74213582688839,2.37112429885097
"378",378,378,0,0,0,0,114.297332349619,0,0,0,0,0,0,0,0,0,0,0,715.22374607089,312.238211969358,0,0,8.76421504621836,0,0,0,0,0,0,0,0,0,0,0,0,60358.1975562995,21.215110692741,0,0,0,0,3.69455306765025,68751.9927542564,0,0,0,1,0,0,2927.80419155104,36542.0106038968,715.22374607089,0,0,0,0,0,0,0,0,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,33470.3112484756,53956.4315640596,0,312.970573355719,506.410564056702,703.594097440329,320.775217857762,140.13471653284,0,0,321.280474156835,29.552976688364,0,321.280474156835,29.552976688364,0,2.91033682490122,0.816918781749163,0,0.970999999461675,0.970999999461675,9272.64645522596,16461.0675118105,308663.754642972,659.012481922605,0,0,0,0,378,0.889963014019226,0.252810101360111,0.108751438993334,0.0681052177299421,0.107128936344902,"SAAVEDRA",12,378,137.589629998887,0,0,378,0.716934786139522,0.310797062040015,0.080220498740084,0.0533783338709677,0.013088873527027,5.34598991590066,378,59.7613500443358,87918.8811459232,4.71493057954395,1,0.743688384909454,8.16727877108419,3.55419835290742
"379",379,379,0,0,0,0,354.364904653735,0,0,0,0,0,0,0,0,0,0,0,1222.89806385057,512.755179886709,14.2609007021993,0.0193287419004028,9.22029004495456,0,160.457399791421,880.950415013004,18375.8732206168,11.8256015003114,0,81737.2074337902,17.6859094072377,32137.6297245997,161.80635989097,18168.8252059427,0.654876380430299,58835.4706128314,18.8738185898221,73419.1029322802,99.3616367590058,4519.46258300285,5.95267286523166,38.4675549675045,96185.6633997472,0.373792422801689,0.325683531407886,0.00984822346203655,0.990133764335505,0.3438190192732,0.00954853493004183,2526.8192378931,26028.6737898995,1222.89806385057,0,64746.0146010551,0,0,0,0,0,0,0,0,0,0,33450.6043853358,54038.1374054659,0,513.535650317675,868.971526592679,991.142315773701,501.859825344283,216.722393882481,0,0,501.958140569659,77.4635055097825,20.9384179889509,501.958140569659,77.4635055097825,20.9384179889509,4.42404243037059,0.812491874144677,0,0.970999999873282,0.970999999873282,9424.23883887226,16821.5341030544,313692.160709327,671.834901149215,0,0,0,0,379,0.884405809894674,0.259331821358259,0.115846971285482,0.0658236824117647,0.107128936344902,"SAAVEDRA",12,379,652.50210908807,0,0,379,0.716934786139522,0.310797062040015,0.080220498740084,0.0533783338709677,0.013088873527027,4.88757596341068,379,59.7613500443358,214669.995107218,2.5924207046342,2.37112429885097,0.743688384909454,7.08976350844795,10
"380",380,380,0,0,0,11.7261481101677,354.364904653735,0,15.1991471180343,0,0,0,3.99521366984702,0,0,0,0,0,1092.97338955893,463.767728708799,29.6231464091002,0.054043332186274,7.93584364476105,0,831.998820957414,3909.94391873719,59923.6885219347,90.3862633692076,0,96712.565628361,19.3061192555498,32930.6962257962,169.636870239135,58935.2881099467,15.2418361020557,48015.2722189031,6.68846539754974,112731.65522504,215.991979576376,4700.38808618168,6.3795412581239,106.146913761697,128726.248446269,0.34840547048291,0.186638498593154,0.153609993133228,0.489777737275802,0.758824631219405,0.0049778465365002,2561.58346901372,14414.8232972459,1092.97338955893,0,103675.725437513,0,0,0,0,0,0,0,0,0,0,0,53753.9323950677,0,464.320599480571,773.309257302845,960.317051429324,462.894225666705,190.507151763772,0,0,463.080106053969,57.9617013947764,43.303095397347,463.080106053969,57.9617013947764,43.303095397347,1,0.81834177788692,0,0.970999999493858,0.970999999493858,9389.89274247689,16749.7508692896,313631.649940098,667.721709663712,0,0,50.8006104003842,0,380,0.881505255018761,0.26469229318468,0.119528638333217,0.0624502811221902,0.107128936344902,"SAAVEDRA",12,380,800.958175314529,0,0,380,0.716934786139522,0.310797062040015,0.080220498740084,0.0533783338709677,0.013088873527027,4.95218234644652,380,57.8899509275934,223958.198230155,1.53934513405777,3.55419835290742,1.48038515927821,6.41747262733425,10
"381",381,381,0,0,0,11.7261481101677,629.226643485133,0,15.1991471180343,0,0,0,0,0,0,0,750.995623160355,704.101048410117,1979.01812746549,784.348662370357,168.209853383131,0.1231617747011,6.82958999250305,0,985.282808286526,4214.5087396544,58480.7178108414,116.808580391224,0,101637.673561946,21.0340682086221,33891.9336583881,238.671797736597,45595.7075931889,11.2499283377457,49612.3717454547,7.95703707701907,122457.466001847,243.212552295868,22921.7856823498,24.8217884371094,146.038971673996,142509.613215549,0.331768692796948,0.16145891948305,0.0465094892347844,0.470595452018398,0.728436149495851,0.291287657063392,2382.69082501637,25389.8194682967,1979.01812746549,0,116347.961189647,0,0,0,0,0,11.1552959362955,12.1013972430495,8.68066935536887,11.5739841298759,8.68066935536887,0,53833.8099545262,0,784.973991862404,1402.23399556213,1427.25420653973,723.031586262885,308.248986205884,90.0375978874858,0.00718855928808251,721.082857494467,153.648337951213,158.725520795532,721.082857494467,153.648337951213,158.725520795532,5.72668760051072,0.819553485612063,0.10932877527384,0.970999999985606,0.970999999985606,9382.16025534681,16720.9194185546,313271.756122018,666.574305794614,6.03228176828831,0,0,26.9652634844024,381,0.882966009869569,0.267876658479938,0.125224372311925,0.0580423829296741,0.100253165264333,"VILLA URQUIZA",12,381,1096.74785017901,248.63199230871,98.4351704429514,381,0.708890159323387,0.32149315883194,0.0835687385440971,0.0577251774193548,0.0107308251756757,4.64628463967034,381,59.7613500443358,207276.634443569,3.82098205336805,3.55419835290742,2.47032328259229,4.99857430725144,10
